experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size
20230719_014432,cola,527,models--llama/30B,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9772,0.0315,0.0268,0.2333,LLAMA-30B
20230719_014824,cola,527,models--llama/30B,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9734,0.0258,0.0211,0.2,LLAMA-30B
20230719_015208,cola,527,models--llama/30B,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9715,0.0273,0.0211,0.24,LLAMA-30B
20230719_015550,cola,527,models--llama/30B,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6167,0.2855,0.2757,0.3012,LLAMA-30B
20230719_020040,cola,527,models--llama/30B,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5787,0.2739,0.2678,0.2824,LLAMA-30B
20230719_020529,cola,527,models--llama/30B,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.592,0.2799,0.2738,0.2888,LLAMA-30B
20230719_021020,cola,527,models--llama/30B,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5825,0.2864,0.2801,0.2951,LLAMA-30B
20230719_021533,cola,527,models--llama/30B,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5731,0.2785,0.2688,0.2916,LLAMA-30B
20230719_022046,cola,527,models--llama/30B,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5617,0.2875,0.2839,0.2921,LLAMA-30B
20230719_022559,cola,527,models--llama/30B,CoT,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.649,0.2872,0.2639,0.3303,LLAMA-30B
20230719_103800,cola,527,models--llama/30B,CoT,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6528,0.2933,0.2776,0.323,LLAMA-30B
20230719_112348,cola,527,models--llama/30B,CoT,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6262,0.296,0.277,0.3277,LLAMA-30B
20230719_222820,csqa,1220,models--llama/30B,zero_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9967,0.0032,0.0026,0.2,LLAMA-30B
20230719_224849,csqa,1220,models--llama/30B,zero_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9975,0.0049,0.0044,0.2,LLAMA-30B
20230719_230916,csqa,1220,models--llama/30B,base_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6164,0.4,0.3732,0.4432,LLAMA-30B
20230719_232826,csqa,1220,models--llama/30B,base_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6262,0.3977,0.3732,0.4387,LLAMA-30B
20230719_234736,csqa,1220,models--llama/30B,context faithful prompting,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5926,0.4133,0.3864,0.4526,LLAMA-30B
20230720_000804,csqa,1220,models--llama/30B,context faithful prompting,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5926,0.4166,0.3807,0.4689,LLAMA-30B
20230720_002833,csqa,1220,models--llama/30B,CoT,5,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6262,0.4239,0.3891,0.4822,LLAMA-30B
20230720_022943,csqa,1220,models--llama/30B,CoT,5,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6402,0.4334,0.407,0.4802,LLAMA-30B
20230720_143506,csqa,1220,models--llama/30B,zero_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9959,0.0058,0.005,0.21,LLAMA-30B
20230720_145455,csqa,1220,models--llama/30B,base_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6238,0.4038,0.3773,0.4478,LLAMA-30B
20230720_151324,csqa,1220,models--llama/30B,context faithful prompting,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6057,0.4158,0.3832,0.4658,LLAMA-30B
20230720_164354,csqa,1220,models--llama/30B,CoT,5,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6328,0.4232,0.3879,0.4839,LLAMA-30B
20230719_123111,mnli,1000,models--llama/30B,zero_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.994,0.0072,0.006,0.2,LLAMA-30B
20230719_124451,mnli,1000,models--llama/30B,zero_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.995,0.01,0.009,0.2,LLAMA-30B
20230719_125829,mnli,1000,models--llama/30B,base_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.329,0.4352,0.434,0.4358,LLAMA-30B
20230719_131159,mnli,1000,models--llama/30B,base_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.359,0.4386,0.4435,0.4359,LLAMA-30B
20230719_132530,mnli,1000,models--llama/30B,context faithful prompting,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.361,0.4286,0.4277,0.4291,LLAMA-30B
20230719_134316,mnli,1000,models--llama/30B,context faithful prompting,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.377,0.4348,0.4239,0.4414,LLAMA-30B
20230719_140103,mnli,1000,models--llama/30B,CoT,3,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.349,0.4212,0.4229,0.4203,LLAMA-30B
20230719_154509,mnli,1000,models--llama/30B,CoT,3,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.329,0.4076,0.4061,0.4083,LLAMA-30B
20230720_104530,mnli,1000,models--llama/30B,zero_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.993,0.0112,0.0097,0.2286,LLAMA-30B
20230720_105836,mnli,1000,models--llama/30B,base_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.34,0.4342,0.4282,0.4373,LLAMA-30B
20230720_111353,mnli,1000,models--llama/30B,context faithful prompting,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.351,0.436,0.4319,0.4382,LLAMA-30B
20230720_203353,mnli,1000,models--llama/30B,CoT,3,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.326,0.4216,0.4202,0.4223,LLAMA-30B
20230719_172907,rte,277,models--llama/30B,zero_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9928,0.0072,0.0051,0.3,LLAMA-30B
20230719_173230,rte,277,models--llama/30B,zero_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9892,0.0101,0.008,0.2,LLAMA-30B
20230719_173554,rte,277,models--llama/30B,base_b,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5487,0.2888,0.2947,0.2816,LLAMA-30B
20230719_173955,rte,277,models--llama/30B,base_b,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5271,0.2881,0.2795,0.2977,LLAMA-30B
20230719_174355,rte,277,models--llama/30B,context faithful prompting,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5379,0.3011,0.3074,0.2937,LLAMA-30B
20230719_174813,rte,277,models--llama/30B,context faithful prompting,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5307,0.3011,0.2952,0.3077,LLAMA-30B
20230719_175231,rte,277,models--llama/30B,CoT,2,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.444,0.291,0.278,0.3013,LLAMA-30B
20230719_181830,rte,277,models--llama/30B,CoT,2,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4368,0.2859,0.2479,0.3154,LLAMA-30B
20230720_120852,rte,277,models--llama/30B,zero_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9928,0.0094,0.008,0.2,LLAMA-30B
20230720_121210,rte,277,models--llama/30B,base_b,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5271,0.3047,0.3014,0.3084,LLAMA-30B
20230720_121601,rte,277,models--llama/30B,context faithful prompting,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5343,0.3148,0.3027,0.3287,LLAMA-30B
20230720_122009,rte,277,models--llama/30B,CoT,2,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4838,0.2859,0.2731,0.2979,LLAMA-30B
20230719_184429,sst2,872,models--llama/30B,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9782,0.0278,0.0234,0.2211,LLAMA-30B
20230719_185310,sst2,872,models--llama/30B,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9771,0.028,0.0235,0.22,LLAMA-30B
20230719_190151,sst2,872,models--llama/30B,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.7374,0.2695,0.2498,0.3249,LLAMA-30B
20230719_191159,sst2,872,models--llama/30B,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.7431,0.2727,0.2503,0.3375,LLAMA-30B
20230719_192207,sst2,872,models--llama/30B,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.7156,0.2771,0.2567,0.3282,LLAMA-30B
20230719_193320,sst2,872,models--llama/30B,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.711,0.2775,0.2552,0.3325,LLAMA-30B
20230719_194432,sst2,872,models--llama/30B,CoT,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6204,0.3399,0.2839,0.4314,LLAMA-30B
20230719_210626,sst2,872,models--llama/30B,CoT,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6135,0.3415,0.2852,0.4309,LLAMA-30B
20230720_124535,sst2,872,models--llama/30B,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9805,0.0282,0.0239,0.2471,LLAMA-30B
20230720_125359,sst2,872,models--llama/30B,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.742,0.2693,0.2488,0.328,LLAMA-30B
20230720_130344,sst2,872,models--llama/30B,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.7156,0.2722,0.2522,0.3226,LLAMA-30B
20230720_131431,sst2,872,models--llama/30B,CoT,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6284,0.3381,0.2843,0.429,LLAMA-30B
20230720_222737,cola,527,models--llama/30B,CoT_base_a,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6812,0.2827,0.2509,0.3506,LLAMA-30B
20230720_230707,cola,527,models--llama/30B,CoT_base_a,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6888,0.2874,0.2628,0.3421,LLAMA-30B
20230720_234634,cola,527,models--llama/30B,CoT_base_a,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6717,0.2903,0.2707,0.3303,LLAMA-30B
20230721_143811,cola,527,models--llama/30B,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4782,0.3694,0.3562,0.3815,LLAMA-30B
20230721_144020,cola,527,models--llama/30B,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4801,0.3647,0.3516,0.3769,LLAMA-30B
20230721_144227,cola,527,models--llama/30B,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4668,0.3587,0.3511,0.3654,LLAMA-30B
20230721_144435,cola,527,models--llama/30B,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9962,0.0038,0.003,0.2,LLAMA-30B
20230721_144723,cola,527,models--llama/30B,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,1,0.0046,0.0046,0,LLAMA-30B
20230721_145010,cola,527,models--llama/30B,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9962,0.0049,0.0042,0.2,LLAMA-30B
20230721_164836,csqa,1220,models--llama/30B,base_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4664,0.432,0.4196,0.4429,LLAMA-30B
20230721_170315,csqa,1220,models--llama/30B,base_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4615,0.4327,0.4102,0.452,LLAMA-30B
20230721_171753,csqa,1220,models--llama/30B,base_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.45,0.4286,0.4047,0.4482,LLAMA-30B
20230721_173230,csqa,1220,models--llama/30B,zero_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9951,0.0085,0.0074,0.2333,LLAMA-30B
20230721_174849,csqa,1220,models--llama/30B,zero_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9984,0.0061,0.0058,0.2,LLAMA-30B
20230721_180509,csqa,1220,models--llama/30B,zero_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9959,0.008,0.0072,0.2,LLAMA-30B
20230721_145258,mnli,1000,models--llama/30B,base_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.191,0.5322,0.5393,0.5305,LLAMA-30B
20230721_150238,mnli,1000,models--llama/30B,base_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.178,0.531,0.5281,0.5316,LLAMA-30B
20230721_151218,mnli,1000,models--llama/30B,base_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.171,0.5248,0.5368,0.5223,LLAMA-30B
20230721_152158,mnli,1000,models--llama/30B,zero_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.988,0.0146,0.0115,0.2667,LLAMA-30B
20230721_153235,mnli,1000,models--llama/30B,zero_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.987,0.0152,0.0124,0.2308,LLAMA-30B
20230721_154311,mnli,1000,models--llama/30B,zero_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.985,0.0176,0.0142,0.24,LLAMA-30B
20230721_002600,rte,277,models--llama/30B,CoT_base_a,2,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.3466,0.5112,0.4958,0.5193,LLAMA-30B
20230721_004918,rte,277,models--llama/30B,CoT_base_a,2,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.3069,0.5213,0.4894,0.5354,LLAMA-30B
20230721_110313,rte,277,models--llama/30B,CoT_base_a,2,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.3213,0.5076,0.4787,0.5213,LLAMA-30B
20230721_155346,rte,277,models--llama/30B,base_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.1552,0.3841,0.4512,0.3718,LLAMA-30B
20230721_155627,rte,277,models--llama/30B,base_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.1697,0.3675,0.4596,0.3487,LLAMA-30B
20230721_155909,rte,277,models--llama/30B,base_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.1444,0.3661,0.46,0.3502,LLAMA-30B
20230721_160148,rte,277,models--llama/30B,zero_a,2,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9783,0.031,0.0273,0.2,LLAMA-30B
20230721_160440,rte,277,models--llama/30B,zero_a,2,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9675,0.0217,0.0142,0.2444,LLAMA-30B
20230721_160733,rte,277,models--llama/30B,zero_a,2,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9783,0.0274,0.0229,0.2333,LLAMA-30B
20230721_161025,sst2,872,models--llama/30B,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4576,0.4239,0.4005,0.4436,LLAMA-30B
20230721_161616,sst2,872,models--llama/30B,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4828,0.419,0.4081,0.4293,LLAMA-30B
20230721_162207,sst2,872,models--llama/30B,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4587,0.428,0.4015,0.4504,LLAMA-30B
20230721_162758,sst2,872,models--llama/30B,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9989,0.0083,0.008,0.2,LLAMA-30B
20230721_163451,sst2,872,models--llama/30B,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9966,0.0055,0.0048,0.2,LLAMA-30B
20230721_164144,sst2,872,models--llama/30B,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9943,0.0067,0.0055,0.2,LLAMA-30B
20230724_162416,csqa,1220,models--llama/30B,gkp,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5434,0.3831,0.3213,0.4567,LLAMA-30B
20230724_164426,csqa,1220,models--llama/30B,gkp,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5377,0.3892,0.329,0.4593,LLAMA-30B
20230724_170428,csqa,1220,models--llama/30B,gkp,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5098,0.3835,0.3155,0.4542,LLAMA-30B
20230731_152237,cola,527,models--llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,1,0.0004,0.0004,0,LLAMA2-7B-T
20230731_152330,cola,527,models--llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,1,0.0008,0.0008,0,LLAMA2-7B-T
20230731_152417,cola,527,models--llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.9981,0.0011,0.0008,0.2,LLAMA2-7B-T
20230731_152505,cola,527,models--llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,1,0,0,0,LLAMA2-7B-T
20230731_152605,cola,527,models--llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,1,0,0,0,LLAMA2-7B-T
20230731_152706,cola,527,models--llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,1,0,0,0,LLAMA2-7B-T
20230731_152806,cola,527,models--llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.5028,0.3238,0.3145,0.3332,LLAMA2-7B-T
20230731_152848,cola,527,models--llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.4896,0.3253,0.3103,0.3397,LLAMA2-7B-T
20230731_152930,cola,527,models--llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.5009,0.3193,0.3161,0.3225,LLAMA2-7B-T
20230731_153011,cola,527,models--llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.6414,0.203,0.2062,0.1972,LLAMA2-7B-T
20230731_153130,cola,527,models--llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.5977,0.2106,0.2014,0.2242,LLAMA2-7B-T
20230731_153248,cola,527,models--llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.6072,0.2086,0.2033,0.2167,LLAMA2-7B-T
20230731_153406,cola,527,models--llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.6888,0.181,0.1825,0.1776,LLAMA2-7B-T
20230731_153533,cola,527,models--llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.649,0.1815,0.1738,0.1957,LLAMA2-7B-T
20230731_153655,cola,527,models--llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.6698,0.182,0.1756,0.195,LLAMA2-7B-T
20230731_204754,cola,527,models--llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9981,0.0008,0.0004,0.2,LLAMA2-13B-T
20230731_204909,cola,527,models--llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,1,0.0008,0.0008,0,LLAMA2-13B-T
20230731_205022,cola,527,models--llama-2-hf/13B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,1,0.0004,0.0004,0,LLAMA2-13B-T
20230731_205136,cola,527,models--llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,1,0.0004,0.0004,0,LLAMA2-13B-T
20230731_205314,cola,527,models--llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,1,0,0,0,LLAMA2-13B-T
20230731_205451,cola,527,models--llama-2-hf/13B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,1,0,0,0,LLAMA2-13B-T
20230731_205628,cola,527,models--llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.5294,0.3188,0.3064,0.3327,LLAMA2-13B-T
20230731_205731,cola,527,models--llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.5123,0.309,0.2972,0.3215,LLAMA2-13B-T
20230731_205833,cola,527,models--llama-2-hf/13B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.5446,0.3085,0.3019,0.3164,LLAMA2-13B-T
20230731_205936,cola,527,models--llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.704,0.1747,0.1733,0.1782,LLAMA2-13B-T
20230731_210141,cola,527,models--llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6831,0.1784,0.1779,0.1796,LLAMA2-13B-T
20230731_210344,cola,527,models--llama-2-hf/13B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.7059,0.1743,0.1737,0.1755,LLAMA2-13B-T
20230731_210550,cola,527,models--llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.666,0.1952,0.1884,0.2087,LLAMA2-13B-T
20230731_210759,cola,527,models--llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6584,0.1891,0.1776,0.2111,LLAMA2-13B-T
20230731_211009,cola,527,models--llama-2-hf/13B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6698,0.1856,0.1702,0.2169,LLAMA2-13B-T
20230731_211219,cola,527,models--llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.7381,0.2027,0.1988,0.2134,LLAMA2-13B-T
20230731_213635,cola,527,models--llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.7742,0.215,0.2095,0.2336,LLAMA2-13B-T
20230731_220117,cola,527,models--llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.7476,0.2173,0.2019,0.2632,LLAMA2-13B-T
20230801_124148,cola,527,models--llama-2-hf/13B-Chat,CoT_base_a,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.7306,0.2105,0.1995,0.2405,LLAMA2-13B-T
20230801_130341,cola,527,models--llama-2-hf/13B-Chat,CoT_base_a,4,0.8,64,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.7343,0.2111,0.1979,0.2475,LLAMA2-13B-T
20230801_132517,cola,527,models--llama-2-hf/13B-Chat,CoT_base_a,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.7419,0.2149,0.2062,0.2397,LLAMA2-13B-T
20230731_171945,csqa,1220,models--llama-2-hf/7B-Chat,zero_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.9656,0.0564,0.0477,0.3012,LLAMA2-7B-T
20230731_172420,csqa,1220,models--llama-2-hf/7B-Chat,zero_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.9623,0.0578,0.0455,0.371,LLAMA2-7B-T
20230731_172851,csqa,1220,models--llama-2-hf/7B-Chat,zero_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.9582,0.0518,0.0418,0.2824,LLAMA2-7B-T
20230731_173321,csqa,1220,models--llama-2-hf/7B-Chat,zero_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.9795,0.0162,0.0101,0.308,LLAMA2-7B-T
20230731_173843,csqa,1220,models--llama-2-hf/7B-Chat,zero_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.9746,0.0162,0.0094,0.2774,LLAMA2-7B-T
20230731_174406,csqa,1220,models--llama-2-hf/7B-Chat,zero_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.977,0.016,0.0094,0.3,LLAMA2-7B-T
20230731_174929,csqa,1220,models--llama-2-hf/7B-Chat,base_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.3385,0.3783,0.3586,0.3884,LLAMA2-7B-T
20230731_175325,csqa,1220,models--llama-2-hf/7B-Chat,base_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.3131,0.3791,0.3721,0.3822,LLAMA2-7B-T
20230731_175720,csqa,1220,models--llama-2-hf/7B-Chat,base_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.3369,0.3769,0.3618,0.3845,LLAMA2-7B-T
20230731_180115,csqa,1220,models--llama-2-hf/7B-Chat,base_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.5254,0.37,0.3503,0.3919,LLAMA2-7B-T
