experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,note,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size,,
20230913_165437,sst2,872,google/flan-t5-xxl,zero_a,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,1,0.01743119266,0.01743119266,0,T5-11B-T,,
20230913_165723,sst2,872,google/flan-t5-xxl,zero_a,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,1,0.01743119266,0.01743119266,0,T5-11B-T,,
20230913_170008,sst2,872,google/flan-t5-xxl,zero_b,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,1,0.002064220183,0.002064220183,0,T5-11B-T,,
20230913_170321,sst2,872,google/flan-t5-xxl,zero_b,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,1,0.002064220183,0.002064220183,0,T5-11B-T,,
20230913_170635,sst2,872,google/flan-t5-xxl,zero_b,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,1,0.002064220183,0.002064220183,0,T5-11B-T,,
20230913_170948,sst2,872,google/flan-t5-xxl,base_a,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.5080275229,0.1064220183,0.1011286682,0.1118881119,T5-11B-T,,
20230913_171220,sst2,872,google/flan-t5-xxl,base_a,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.5080275229,0.1064220183,0.1011286682,0.1118881119,T5-11B-T,,
20230913_171452,sst2,872,google/flan-t5-xxl,base_a,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.5080275229,0.1064220183,0.1011286682,0.1118881119,T5-11B-T,,
20230913_171724,sst2,872,google/flan-t5-xxl,base_b,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.9564220183,0.1029816514,0.1014388489,0.1368421053,T5-11B-T,,
20230913_172119,sst2,872,google/flan-t5-xxl,base_b,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.9564220183,0.1029816514,0.1014388489,0.1368421053,T5-11B-T,,
20230913_172515,sst2,872,google/flan-t5-xxl,base_b,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.9564220183,0.1029816514,0.1014388489,0.1368421053,T5-11B-T,,
20230914_102955,sst2,872,google/flan-t5-xxl,context faithful prompting,4,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.9587155963,0.103440367,0.1035885167,0.1,T5-11B-T,,
20230914_103406,sst2,872,google/flan-t5-xxl,context faithful prompting,4,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.9587155963,0.103440367,0.1035885167,0.1,T5-11B-T,,
20230914_103816,sst2,872,google/flan-t5-xxl,context faithful prompting,4,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.9587155963,0.103440367,0.1035885167,0.1,T5-11B-T,,
20230914_104900,csqa,1220,google/flan-t5-xxl,zero_a,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.2745901639,0.2518169399,0.1229850746,0.3005838041,T5-11B-T,,
20230914_105415,csqa,1220,google/flan-t5-xxl,zero_a,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.2745901639,0.2518169399,0.1229850746,0.3005838041,T5-11B-T,,
20230914_105930,csqa,1220,google/flan-t5-xxl,zero_a,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.2745901639,0.2518169399,0.1229850746,0.3005838041,T5-11B-T,,
20230914_110447,csqa,1220,google/flan-t5-xxl,zero_b,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.3008196721,0.2419808743,0.07711171662,0.3129152013,T5-11B-T,,
20230914_111121,csqa,1220,google/flan-t5-xxl,zero_b,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.3008196721,0.2419808743,0.07711171662,0.3129152013,T5-11B-T,,
20230914_111756,csqa,1220,google/flan-t5-xxl,zero_b,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.3008196721,0.2419808743,0.07711171662,0.3129152013,T5-11B-T,,
20230914_112431,csqa,1220,google/flan-t5-xxl,base_a,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.5581967213,0.3570901639,0.3040137053,0.4241496599,T5-11B-T,,
20230914_112923,csqa,1220,google/flan-t5-xxl,base_a,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.5581967213,0.3570901639,0.3040137053,0.4241496599,T5-11B-T,,
20230914_113416,csqa,1220,google/flan-t5-xxl,base_a,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.5581967213,0.3570901639,0.3040137053,0.4241496599,T5-11B-T,,
20230914_113908,csqa,1220,google/flan-t5-xxl,base_b,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.8229508197,0.3036612022,0.301626826,0.313117284,T5-11B-T,,
20230914_114542,csqa,1220,google/flan-t5-xxl,base_b,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.8229508197,0.3036612022,0.301626826,0.313117284,T5-11B-T,,
20230914_115216,csqa,1220,google/flan-t5-xxl,base_b,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.8229508197,0.3036612022,0.301626826,0.313117284,T5-11B-T,,
20230914_115851,csqa,1220,google/flan-t5-xxl,context faithful prompting,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.8163934426,0.3077595628,0.3021419009,0.3327380952,T5-11B-T,,
20230914_120549,csqa,1220,google/flan-t5-xxl,context faithful prompting,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.8163934426,0.3077595628,0.3021419009,0.3327380952,T5-11B-T,,
20230914_121246,csqa,1220,google/flan-t5-xxl,context faithful prompting,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.8163934426,0.3077595628,0.3021419009,0.3327380952,T5-11B-T,,
20230914_123039,cola,527,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.9962049336,0.003795066414,0.001904761905,0.5,GPT-6.7B-T,,
20230914_123148,cola,527,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.9962049336,0.003795066414,0.001904761905,0.5,GPT-6.7B-T,,
20230914_123257,cola,527,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.9962049336,0.003795066414,0.001904761905,0.5,GPT-6.7B-T,,
20230914_123406,cola,527,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_123528,cola,527,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_123650,cola,527,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_123812,cola,527,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.3870967742,0.1103731815,0.1416666667,0.09060887513,GPT-6.7B-T,,
20230914_123911,cola,527,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.3870967742,0.1103731815,0.1416666667,0.09060887513,GPT-6.7B-T,,
20230914_124011,cola,527,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.3870967742,0.1103731815,0.1416666667,0.09060887513,GPT-6.7B-T,,
20230914_124110,cola,527,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.4781783681,0.1177103099,0.1380291005,0.09909090909,GPT-6.7B-T,,
20230914_124253,cola,527,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.4781783681,0.1177103099,0.1380291005,0.09909090909,GPT-6.7B-T,,
20230914_124437,cola,527,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.4781783681,0.1177103099,0.1380291005,0.09909090909,GPT-6.7B-T,,
20230914_124620,cola,527,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.3472485769,0.03538899431,0.05491803279,0.025,GPT-6.7B-T,,
20230914_124813,cola,527,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.3472485769,0.03538899431,0.05491803279,0.025,GPT-6.7B-T,,
20230914_125007,cola,527,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.3472485769,0.03538899431,0.05491803279,0.025,GPT-6.7B-T,,
20230914_125200,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_a,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0.0008,0.0008,0,GPT-6.7B-T,,
20230914_125558,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_a,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0.0008,0.0008,0,GPT-6.7B-T,,
20230914_125956,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_a,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0.0008,0.0008,0,GPT-6.7B-T,,
20230914_130354,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_b,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_130830,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_b,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_131305,mnli,1000,togethercomputer/GPT-JT-6B-v1,zero_b,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_131741,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_a,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.115,0.2436,0.2330434783,0.2449717514,GPT-6.7B-T,,
20230914_132120,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_a,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.115,0.2436,0.2330434783,0.2449717514,GPT-6.7B-T,,
20230914_132458,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_a,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.115,0.2436,0.2330434783,0.2449717514,GPT-6.7B-T,,
20230914_132837,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_b,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.272,0.1086,0.09191176471,0.1148351648,GPT-6.7B-T,,
20230914_133313,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_b,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.272,0.1086,0.09191176471,0.1148351648,GPT-6.7B-T,,
20230914_133749,mnli,1000,togethercomputer/GPT-JT-6B-v1,base_b,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.272,0.1086,0.09191176471,0.1148351648,GPT-6.7B-T,,
20230914_134226,mnli,1000,togethercomputer/GPT-JT-6B-v1,context faithful prompting,3,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.341,0.096,0.09618768328,0.09590288316,GPT-6.7B-T,,
20230914_134826,mnli,1000,togethercomputer/GPT-JT-6B-v1,context faithful prompting,3,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.341,0.096,0.09618768328,0.09590288316,GPT-6.7B-T,,
20230914_135426,mnli,1000,togethercomputer/GPT-JT-6B-v1,context faithful prompting,3,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.341,0.096,0.09618768328,0.09590288316,GPT-6.7B-T,,
20230914_140027,rte,277,togethercomputer/GPT-JT-6B-v1,zero_a,2,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.9747292419,0.007942238267,0.002222222222,0.2285714286,GPT-6.7B-T,,
20230914_140125,rte,277,togethercomputer/GPT-JT-6B-v1,zero_a,2,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.9747292419,0.007942238267,0.002222222222,0.2285714286,GPT-6.7B-T,,
20230914_140223,rte,277,togethercomputer/GPT-JT-6B-v1,zero_a,2,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.9747292419,0.007942238267,0.002222222222,0.2285714286,GPT-6.7B-T,,
20230914_140321,rte,277,togethercomputer/GPT-JT-6B-v1,zero_b,2,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_140427,rte,277,togethercomputer/GPT-JT-6B-v1,zero_b,2,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_140533,rte,277,togethercomputer/GPT-JT-6B-v1,zero_b,2,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_140639,rte,277,togethercomputer/GPT-JT-6B-v1,base_a,2,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.3068592058,0.3328519856,0.3270588235,0.3354166667,GPT-6.7B-T,,
20230914_140735,rte,277,togethercomputer/GPT-JT-6B-v1,base_a,2,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.3068592058,0.3328519856,0.3270588235,0.3354166667,GPT-6.7B-T,,
20230914_140830,rte,277,togethercomputer/GPT-JT-6B-v1,base_a,2,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.3068592058,0.3328519856,0.3270588235,0.3354166667,GPT-6.7B-T,,
20230914_140925,rte,277,togethercomputer/GPT-JT-6B-v1,base_b,2,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.5703971119,0.1891696751,0.2,0.174789916,GPT-6.7B-T,,
20230914_141042,rte,277,togethercomputer/GPT-JT-6B-v1,base_b,2,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.5703971119,0.1891696751,0.2,0.174789916,GPT-6.7B-T,,
20230914_141200,rte,277,togethercomputer/GPT-JT-6B-v1,base_b,2,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.5703971119,0.1891696751,0.2,0.174789916,GPT-6.7B-T,,
20230914_141318,rte,277,togethercomputer/GPT-JT-6B-v1,context faithful prompting,2,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.4981949458,0.1754512635,0.1768115942,0.1741007194,GPT-6.7B-T,,
20230914_141441,rte,277,togethercomputer/GPT-JT-6B-v1,context faithful prompting,2,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.4981949458,0.1754512635,0.1768115942,0.1741007194,GPT-6.7B-T,,
20230914_141603,rte,277,togethercomputer/GPT-JT-6B-v1,context faithful prompting,2,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.4981949458,0.1754512635,0.1768115942,0.1741007194,GPT-6.7B-T,,
20230914_141726,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_142004,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_142240,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_a,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_142517,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_142813,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_143109,sst2,872,togethercomputer/GPT-JT-6B-v1,zero_b,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_143404,sst2,872,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.2717889908,0.4472477064,0.4084388186,0.4617322835,GPT-6.7B-T,,
20230914_143619,sst2,872,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.2717889908,0.4472477064,0.4084388186,0.4617322835,GPT-6.7B-T,,
20230914_143834,sst2,872,togethercomputer/GPT-JT-6B-v1,base_a,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.2717889908,0.4472477064,0.4084388186,0.4617322835,GPT-6.7B-T,,
20230914_144049,sst2,872,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.7775229358,0.1006880734,0.1088495575,0.07216494845,GPT-6.7B-T,,
20230914_144423,sst2,872,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.7775229358,0.1006880734,0.1088495575,0.07216494845,GPT-6.7B-T,,
20230914_144757,sst2,872,togethercomputer/GPT-JT-6B-v1,base_b,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.7775229358,0.1006880734,0.1088495575,0.07216494845,GPT-6.7B-T,,
20230914_145130,sst2,872,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.5412844037,0.06536697248,0.06059322034,0.071,GPT-6.7B-T,,
20230914_145518,sst2,872,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.5412844037,0.06536697248,0.06059322034,0.071,GPT-6.7B-T,,
20230914_145906,sst2,872,togethercomputer/GPT-JT-6B-v1,context faithful prompting,4,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.5412844037,0.06536697248,0.06059322034,0.071,GPT-6.7B-T,,
20230914_150254,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_a,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_150845,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_a,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_151437,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_a,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_152031,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_b,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_152732,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_b,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_153433,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_b,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,1,0,0,0,GPT-6.7B-T,,
20230914_154134,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_a,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.2745901639,0.2889344262,0.295920398,0.2862900188,GPT-6.7B-T,,
20230914_154659,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_a,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.2745901639,0.2889344262,0.295920398,0.2862900188,GPT-6.7B-T,,
20230914_155223,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_a,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.2745901639,0.2889344262,0.295920398,0.2862900188,GPT-6.7B-T,,
20230914_155748,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_b,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.3090163934,0.1903551913,0.1978779841,0.1869909055,GPT-6.7B-T,,
20230914_160439,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_b,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.3090163934,0.1903551913,0.1978779841,0.1869909055,GPT-6.7B-T,,
20230914_161127,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_b,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.3090163934,0.1903551913,0.1978779841,0.1869909055,GPT-6.7B-T,,
20230914_161816,csqa,1220,togethercomputer/GPT-JT-6B-v1,context faithful prompting,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.2803278689,0.1468852459,0.1720760234,0.1370728929,GPT-6.7B-T,,
20230914_162514,csqa,1220,togethercomputer/GPT-JT-6B-v1,context faithful prompting,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.2803278689,0.1468852459,0.1720760234,0.1370728929,GPT-6.7B-T,,
20230914_163211,csqa,1220,togethercomputer/GPT-JT-6B-v1,context faithful prompting,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.2803278689,0.1468852459,0.1720760234,0.1370728929,GPT-6.7B-T,,
20230914_201841,cola,527,llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_201936,cola,527,llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_202022,cola,527,llama-2-hf/7B-Chat,zero_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_202108,cola,527,llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_202207,cola,527,llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_202305,cola,527,llama-2-hf/7B-Chat,zero_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_202404,cola,527,llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5256166983,0.1758380772,0.1682310469,0.1842666667,LLAMA2-7B-T,,
20230914_202446,cola,527,llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5256166983,0.1758380772,0.1682310469,0.1842666667,LLAMA2-7B-T,,
20230914_202527,cola,527,llama-2-hf/7B-Chat,base_a,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5256166983,0.1758380772,0.1682310469,0.1842666667,LLAMA2-7B-T,,
20230914_202609,cola,527,llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6337760911,0.1454142948,0.1547904192,0.1291882556,LLAMA2-7B-T,,
20230914_202724,cola,527,llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6337760911,0.1454142948,0.1547904192,0.1291882556,LLAMA2-7B-T,,
20230914_202838,cola,527,llama-2-hf/7B-Chat,base_b,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.6337760911,0.1454142948,0.1547904192,0.1291882556,LLAMA2-7B-T,,
20230914_202953,cola,527,llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6888045541,0.1442757748,0.1494031221,0.1329268293,LLAMA2-7B-T,,
20230914_203111,cola,527,llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6888045541,0.1442757748,0.1494031221,0.1329268293,LLAMA2-7B-T,,
20230914_203229,cola,527,llama-2-hf/7B-Chat,context faithful prompting,4,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.6888045541,0.1442757748,0.1494031221,0.1329268293,LLAMA2-7B-T,,
20230914_203347,mnli,1000,llama-2-hf/7B-Chat,zero_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_203633,mnli,1000,llama-2-hf/7B-Chat,zero_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_203918,mnli,1000,llama-2-hf/7B-Chat,zero_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_204203,mnli,1000,llama-2-hf/7B-Chat,zero_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
20230914_204524,mnli,1000,llama-2-hf/7B-Chat,zero_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,1,0,0,0,LLAMA2-7B-T,,
